,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded
120,2020-09-29,2020-09-29,0.086,0.089,0.083,0.086,7602760.388
121,2020-09-30,2020-09-30,0.086,0.087,0.083,0.086,5928477.005
122,2020-10-01,2020-10-01,0.086,0.089,0.081,0.083,10689157.642
123,2020-10-02,2020-10-02,0.084,0.086,0.077,0.079,11259093.04
124,2020-10-03,2020-10-03,0.079,0.081,0.079,0.08,3282722.238
125,2020-10-04,2020-10-04,0.08,0.084,0.079,0.083,5105328.68
126,2020-10-05,2020-10-05,0.083,0.085,0.082,0.083,4234743.453
127,2020-10-06,2020-10-06,0.083,0.084,0.078,0.079,8079810.187
128,2020-10-07,2020-10-07,0.079,0.08,0.076,0.08,3351259.14
129,2020-10-08,2020-10-08,0.08,0.083,0.076,0.082,6627862.784
130,2020-10-09,2020-10-09,0.082,0.087,0.081,0.086,7895627.979
131,2020-10-10,2020-10-10,0.086,0.094,0.086,0.088,8655949.559
132,2020-10-11,2020-10-11,0.088,0.092,0.088,0.09,4603912.966
133,2020-10-12,2020-10-12,0.09,0.096,0.087,0.093,11155339.513
134,2020-10-13,2020-10-13,0.093,0.097,0.092,0.093,7450954.693
135,2020-10-14,2020-10-14,0.093,0.096,0.09,0.092,4233901.22
136,2020-10-15,2020-10-15,0.091,0.092,0.089,0.091,4454684.786
137,2020-10-16,2020-10-16,0.091,0.092,0.088,0.089,3742213.997
138,2020-10-17,2020-10-17,0.089,0.092,0.088,0.091,2089348.257
139,2020-10-18,2020-10-18,0.09,0.092,0.09,0.092,994945.815
140,2020-10-19,2020-10-19,0.092,0.094,0.091,0.092,3313758.968
141,2020-10-20,2020-10-20,0.092,0.092,0.085,0.087,7655850.494
142,2020-10-21,2020-10-21,0.087,0.091,0.086,0.089,9808168.541
143,2020-10-22,2020-10-22,0.089,0.095,0.089,0.094,6921767.706
144,2020-10-23,2020-10-23,0.094,0.095,0.089,0.091,4713563.493
145,2020-10-24,2020-10-24,0.091,0.092,0.09,0.091,2266538.306
146,2020-10-25,2020-10-25,0.091,0.091,0.089,0.09,3270458.07
147,2020-10-26,2020-10-26,0.09,0.091,0.084,0.087,9752407.715
148,2020-10-27,2020-10-27,0.087,0.09,0.087,0.087,5313120.975
149,2020-10-28,2020-10-28,0.087,0.088,0.081,0.084,9759538.146
150,2020-10-29,2020-10-29,0.084,0.086,0.081,0.082,6776036.031
151,2020-10-30,2020-10-30,0.082,0.082,0.077,0.08,8605262.858
152,2020-10-31,2020-10-31,0.08,0.082,0.079,0.08,4907621.528
153,2020-11-01,2020-11-01,0.08,0.085,0.08,0.084,4233494.757
154,2020-11-02,2020-11-02,0.084,0.086,0.079,0.079,8133574.068
155,2020-11-03,2020-11-03,0.079,0.08,0.076,0.08,5445814.577
156,2020-11-04,2020-11-04,0.08,0.082,0.078,0.081,8342992.062
157,2020-11-05,2020-11-05,0.081,0.083,0.078,0.082,10023628.543
158,2020-11-06,2020-11-06,0.082,0.093,0.082,0.092,12687551.346
159,2020-11-07,2020-11-07,0.092,0.096,0.083,0.085,18788346.347
160,2020-11-08,2020-11-08,0.085,0.091,0.084,0.09,18987982.719
161,2020-11-09,2020-11-09,0.089,0.091,0.086,0.089,20252797.998
162,2020-11-10,2020-11-10,0.089,0.092,0.088,0.09,11984348.632
163,2020-11-11,2020-11-11,0.09,0.092,0.09,0.09,8974605.642
164,2020-11-12,2020-11-12,0.09,0.091,0.087,0.089,9606625.048
165,2020-11-13,2020-11-13,0.089,0.092,0.088,0.09,6192668.214
166,2020-11-14,2020-11-14,0.09,0.091,0.086,0.088,7900229.528
167,2020-11-15,2020-11-15,0.088,0.089,0.083,0.085,9874027.067
168,2020-11-16,2020-11-16,0.085,0.089,0.084,0.088,11285230.361
169,2020-11-17,2020-11-17,0.088,0.095,0.087,0.092,22923142.657
170,2020-11-18,2020-11-18,0.092,0.095,0.086,0.09,24293451.401
171,2020-11-19,2020-11-19,0.09,0.092,0.088,0.089,10885812.613
172,2020-11-20,2020-11-20,0.089,0.101,0.089,0.1,25476658.584
173,2020-11-21,2020-11-21,0.1,0.113,0.098,0.112,35832533.199
174,2020-11-22,2020-11-22,0.112,0.13,0.1,0.123,91009819.645
175,2020-11-23,2020-11-23,0.123,0.134,0.118,0.131,63991376.256
176,2020-11-24,2020-11-24,0.131,0.156,0.127,0.141,96356863.17
177,2020-11-25,2020-11-25,0.141,0.149,0.123,0.13,49998646.381
178,2020-11-26,2020-11-26,0.13,0.135,0.096,0.118,104086947.824
179,2020-11-27,2020-11-27,0.118,0.123,0.11,0.119,28443014.741
180,2020-11-28,2020-11-28,0.119,0.145,0.117,0.139,53890976.4
181,2020-11-29,2020-11-29,0.138,0.144,0.132,0.14,29455039.715
182,2020-11-30,2020-11-30,0.14,0.146,0.134,0.144,39294718.712
183,2020-12-01,2020-12-01,0.144,0.146,0.117,0.129,60448744.298
184,2020-12-02,2020-12-02,0.129,0.133,0.125,0.131,21498926.544
185,2020-12-03,2020-12-03,0.131,0.139,0.129,0.135,20606335.471
186,2020-12-04,2020-12-04,0.135,0.136,0.121,0.122,25288254.749
187,2020-12-05,2020-12-05,0.122,0.134,0.121,0.132,13237931.666
188,2020-12-06,2020-12-06,0.133,0.135,0.127,0.131,12481423.38
189,2020-12-07,2020-12-07,0.131,0.131,0.125,0.128,13514386.896
190,2020-12-08,2020-12-08,0.127,0.128,0.114,0.117,25856761.682
191,2020-12-09,2020-12-09,0.116,0.125,0.107,0.123,37628137.949
192,2020-12-10,2020-12-10,0.123,0.123,0.115,0.117,17565110.731
193,2020-12-11,2020-12-11,0.117,0.118,0.111,0.115,16189340.613
194,2020-12-12,2020-12-12,0.115,0.122,0.115,0.12,15940786.682
195,2020-12-13,2020-12-13,0.119,0.13,0.118,0.126,15973014.614
196,2020-12-14,2020-12-14,0.127,0.131,0.123,0.131,13203336.175
197,2020-12-15,2020-12-15,0.131,0.132,0.126,0.127,11916152.656
198,2020-12-16,2020-12-16,0.127,0.138,0.123,0.138,29198984.615
199,2020-12-17,2020-12-17,0.138,0.144,0.129,0.133,46947116.284
200,2020-12-18,2020-12-18,0.133,0.139,0.129,0.135,7219488.847
201,2020-12-19,2020-12-19,0.135,0.14,0.133,0.134,11183432.88
202,2020-12-20,2020-12-20,0.134,0.138,0.128,0.133,14730878.59
203,2020-12-21,2020-12-21,0.133,0.136,0.121,0.125,24825377.607
204,2020-12-22,2020-12-22,0.125,0.133,0.122,0.129,18235333.542
205,2020-12-23,2020-12-23,0.129,0.13,0.104,0.112,42117527.505
206,2020-12-24,2020-12-24,0.112,0.128,0.108,0.126,26454214.428
207,2020-12-25,2020-12-25,0.126,0.137,0.123,0.129,22860094.8
208,2020-12-26,2020-12-26,0.129,0.133,0.122,0.13,23917143.639
209,2020-12-27,2020-12-27,0.129,0.135,0.122,0.126,36294900.0
210,2020-12-28,2020-12-28,0.126,0.148,0.124,0.144,43804184.778
211,2020-12-29,2020-12-29,0.144,0.161,0.142,0.156,75594146.668
212,2020-12-30,2020-12-30,0.156,0.158,0.143,0.149,32184269.297
213,2020-12-31,2020-12-31,0.15,0.152,0.143,0.149,21991394.623
214,2021-01-01,2021-01-01,0.148,0.151,0.139,0.144,22855613.313
215,2021-01-02,2021-01-02,0.143,0.15,0.128,0.143,41541991.925
216,2021-01-03,2021-01-03,0.143,0.166,0.137,0.162,62968089.421
217,2021-01-04,2021-01-04,0.162,0.188,0.154,0.183,88924741.306
218,2021-01-05,2021-01-05,0.184,0.216,0.169,0.211,80416772.871
219,2021-01-06,2021-01-06,0.211,0.283,0.206,0.27,145072017.856
220,2021-01-07,2021-01-07,0.27,0.289,0.217,0.243,105129932.294
221,2021-01-08,2021-01-08,0.242,0.263,0.209,0.248,79300289.686
222,2021-01-09,2021-01-09,0.248,0.269,0.242,0.268,31284462.282
