,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded
45,2020-07-16,2020-07-16,8059.0,8146.63,7945.59,8023.15,8988.64
46,2020-07-17,2020-07-17,8014.8,8094.44,7977.4,8021.21,4799.456
47,2020-07-18,2020-07-18,8022.5,8098.61,7996.59,8045.6,2491.012
48,2020-07-19,2020-07-19,8041.31,8104.0,7982.0,8060.8,2169.363
49,2020-07-20,2020-07-20,8060.5,8110.54,7988.18,8016.9,5733.804
50,2020-07-21,2020-07-21,8014.25,8300.0,8002.77,8159.9,9009.362
51,2020-07-22,2020-07-22,8153.1,8296.62,8054.44,8238.04,8080.605
52,2020-07-23,2020-07-23,8236.04,8360.29,8165.0,8299.99,9650.407
53,2020-07-24,2020-07-24,8298.2,8320.09,8167.14,8214.27,6736.192
54,2020-07-25,2020-07-25,8209.6,8394.59,8191.92,8344.21,3922.149
55,2020-07-26,2020-07-26,8335.7,8700.0,8260.42,8510.0,10337.931
56,2020-07-27,2020-07-27,8507.38,9700.0,8500.0,9216.48,32407.557
57,2020-07-28,2020-07-28,9351.99,9594.03,8901.0,9330.07,20164.634
58,2020-07-29,2020-07-29,9328.4,9640.0,9254.83,9443.2,14084.394
59,2020-07-30,2020-07-30,9443.2,9493.37,9219.95,9381.07,9914.065
60,2020-07-31,2020-07-31,9381.06,9723.0,9248.0,9644.27,11438.639
61,2020-08-01,2020-08-01,9636.4,10092.92,9440.6,10037.7,14749.681
62,2020-08-02,2020-08-02,10030.97,10296.46,9008.99,9413.21,18575.111
63,2020-08-03,2020-08-03,9403.7,9821.4,9281.0,9569.4,9336.593
64,2020-08-04,2020-08-04,9563.71,9747.77,9411.29,9491.8,9349.557
65,2020-08-05,2020-08-05,9491.8,9942.64,9410.0,9906.8,13010.592
66,2020-08-06,2020-08-06,9902.62,10100.0,9752.69,9925.8,12176.281
67,2020-08-07,2020-08-07,9925.7,10095.0,9626.66,9857.77,12389.161
68,2020-08-08,2020-08-08,9855.36,10064.47,9788.79,10027.57,3515.444
69,2020-08-09,2020-08-09,9976.13,10055.66,9690.0,9928.2,4188.066
70,2020-08-10,2020-08-10,9936.38,10275.52,9800.0,10180.01,17067.836
71,2020-08-11,2020-08-11,10134.4,10210.8,9475.0,9725.26,14546.493
72,2020-08-12,2020-08-12,9718.7,9911.58,9515.46,9827.0,8854.966
73,2020-08-13,2020-08-13,9826.9,9989.41,9523.9,9969.9,10785.634
74,2020-08-14,2020-08-14,9969.0,10075.0,9875.0,9962.7,7903.537
75,2020-08-15,2020-08-15,9955.4,10156.24,9900.0,10039.21,5347.124
76,2020-08-16,2020-08-16,10023.4,10107.89,9890.0,10096.49,3695.452
77,2020-08-17,2020-08-17,10062.74,10547.95,9925.0,10363.8,16296.996
78,2020-08-18,2020-08-18,10363.7,10476.99,9934.88,10016.38,13530.595
79,2020-08-19,2020-08-19,10027.27,10104.54,9734.1,9940.71,12997.153
80,2020-08-20,2020-08-20,9937.5,10085.0,9872.42,10004.42,7135.496
81,2020-08-21,2020-08-21,10049.0,10076.96,9451.44,9793.9,8899.206
82,2020-08-22,2020-08-22,9794.7,9968.18,9674.38,9910.7,4305.106
83,2020-08-23,2020-08-23,9910.6,9990.26,9789.25,9894.3,2803.24
84,2020-08-24,2020-08-24,9894.2,10050.0,9836.32,9984.11,6082.712
85,2020-08-25,2020-08-25,9984.1,10040.15,9417.14,9594.51,12258.645
86,2020-08-26,2020-08-26,9597.44,9816.05,9532.4,9740.51,8082.658
87,2020-08-27,2020-08-27,9692.7,9820.0,9428.46,9598.9,9335.585
88,2020-08-28,2020-08-28,9598.9,9757.11,9563.0,9738.48,7152.634
89,2020-08-29,2020-08-29,9698.8,9784.7,9614.0,9665.4,3237.476
90,2020-08-30,2020-08-30,9665.3,9878.72,9651.68,9835.27,3878.091
91,2020-08-31,2020-08-31,9831.58,9925.88,9735.0,9779.4,7105.255
92,2020-09-01,2020-09-01,9812.56,10159.54,9660.42,9995.33,10901.471
93,2020-09-02,2020-09-02,10033.18,10066.16,9457.0,9639.2,14630.274
94,2020-09-03,2020-09-03,9645.19,9744.23,8458.78,8616.6,22593.505
95,2020-09-04,2020-09-04,8612.2,9036.03,8401.0,8857.1,18592.484
96,2020-09-05,2020-09-05,8857.1,8980.26,8308.51,8600.81,11118.187
97,2020-09-06,2020-09-06,8599.3,8789.0,8461.0,8676.8,5395.098
98,2020-09-07,2020-09-07,8676.7,8855.89,8370.0,8789.9,11187.688
99,2020-09-08,2020-09-08,8829.5,8880.21,8383.71,8616.24,13307.092
100,2020-09-09,2020-09-09,8616.32,8814.0,8482.69,8676.47,8592.673
101,2020-09-10,2020-09-10,8675.2,8861.95,8665.84,8767.32,9130.261
102,2020-09-11,2020-09-11,8765.5,8827.29,8631.0,8795.3,7159.874
103,2020-09-12,2020-09-12,8784.37,8890.0,8699.85,8828.0,3248.394
104,2020-09-13,2020-09-13,8825.5,8972.65,8646.16,8748.0,4447.458
105,2020-09-14,2020-09-14,8737.8,9112.11,8669.99,9014.38,10066.282
106,2020-09-15,2020-09-15,9007.35,9281.36,8943.33,9118.9,9787.177
107,2020-09-16,2020-09-16,9118.8,9435.21,9023.37,9288.38,10819.483
108,2020-09-17,2020-09-17,9290.2,9425.99,9116.66,9242.76,8855.948
109,2020-09-18,2020-09-18,9242.95,9349.97,9130.1,9241.6,6934.033
110,2020-09-19,2020-09-19,9241.5,9484.1,9216.17,9369.8,3326.189
111,2020-09-20,2020-09-20,9371.3,9398.3,9103.95,9265.11,3781.512
112,2020-09-21,2020-09-21,9233.32,9309.96,8778.71,8866.6,10735.102
113,2020-09-22,2020-09-22,8868.1,9076.47,8816.75,9006.9,7267.899
114,2020-09-23,2020-09-23,9006.1,9061.5,8704.3,8790.51,7769.957
115,2020-09-24,2020-09-24,8793.21,9257.0,8757.29,9188.8,8282.242
116,2020-09-25,2020-09-25,9202.44,9293.22,9076.16,9195.2,7515.832
117,2020-09-26,2020-09-26,9195.1,9329.35,9162.96,9222.69,3004.875
118,2020-09-27,2020-09-27,9229.6,9315.0,9107.57,9262.9,2536.176
119,2020-09-28,2020-09-28,9264.6,9424.0,9111.0,9165.1,8186.566
120,2020-09-29,2020-09-29,9169.7,9285.12,9080.0,9241.47,7411.701
121,2020-09-30,2020-09-30,9239.9,9267.51,9108.88,9201.12,5958.855
122,2020-10-01,2020-10-01,9190.0,9334.15,8900.0,9049.2,10109.278
123,2020-10-02,2020-10-02,9048.9,9143.01,8779.43,9039.3,8315.652
124,2020-10-03,2020-10-03,9064.08,9084.16,8950.71,9030.5,2776.691
125,2020-10-04,2020-10-04,9030.1,9162.0,8992.27,9123.52,2555.615
126,2020-10-05,2020-10-05,9103.67,9184.0,9054.45,9180.75,7284.728
127,2020-10-06,2020-10-06,9149.9,9195.09,8962.5,9044.03,7649.923
128,2020-10-07,2020-10-07,9042.85,9114.15,9000.36,9075.94,5255.48
129,2020-10-08,2020-10-08,9063.6,9341.25,8964.7,9282.15,7919.66
130,2020-10-09,2020-10-09,9282.5,9442.28,9199.08,9360.52,7411.304
131,2020-10-10,2020-10-10,9346.8,9700.0,9335.56,9544.25,5518.817
132,2020-10-11,2020-10-11,9540.51,9680.0,9500.59,9631.4,3671.966
133,2020-10-12,2020-10-12,9631.4,9931.6,9433.0,9744.7,9258.014
134,2020-10-13,2020-10-13,9751.3,9845.15,9617.6,9734.23,7014.012
135,2020-10-14,2020-10-14,9735.6,9854.78,9617.8,9740.5,6458.61
136,2020-10-15,2020-10-15,9731.24,9920.0,9623.65,9831.54,7607.331
137,2020-10-16,2020-10-16,9827.6,9881.42,9560.01,9696.0,7042.903
138,2020-10-17,2020-10-17,9672.41,9763.41,9627.76,9727.37,2125.953
139,2020-10-18,2020-10-18,9700.2,9849.5,9689.54,9825.0,3475.041
140,2020-10-19,2020-10-19,9827.27,10040.0,9750.03,9979.5,9070.112
141,2020-10-20,2020-10-20,9979.6,10192.0,9925.3,10080.32,9891.065
142,2020-10-21,2020-10-21,10076.9,11179.94,10061.1,10810.05,20467.091
143,2020-10-22,2020-10-22,10740.0,11190.0,10655.79,10966.08,13358.845
144,2020-10-23,2020-10-23,10978.9,11083.11,10738.1,10891.89,9586.905
145,2020-10-24,2020-10-24,10876.0,11116.65,10831.9,11059.5,3717.228
146,2020-10-25,2020-10-25,11025.0,11262.51,10840.7,11001.91,5313.89
147,2020-10-26,2020-10-26,11001.93,11235.39,10811.79,11071.38,8957.86
148,2020-10-27,2020-10-27,11077.8,11732.68,11053.24,11583.11,13490.432
149,2020-10-28,2020-10-28,11585.1,11780.0,10979.8,11319.1,15645.832
150,2020-10-29,2020-10-29,11319.1,11733.52,11087.48,11555.0,11061.227
151,2020-10-30,2020-10-30,11530.0,11769.91,11191.38,11635.6,10522.068
152,2020-10-31,2020-10-31,11636.9,12093.67,11479.94,11849.18,8965.046
153,2020-11-01,2020-11-01,11838.4,11947.7,11700.0,11848.84,4061.876
154,2020-11-02,2020-11-02,11835.88,11900.0,11356.02,11683.0,10873.494
155,2020-11-03,2020-11-03,11653.28,11987.82,11420.0,11927.2,10397.4
156,2020-11-04,2020-11-04,11929.4,12180.0,11594.92,12081.69,11658.209
157,2020-11-05,2020-11-05,12064.9,13331.0,12023.6,13187.5,23225.529
158,2020-11-06,2020-11-06,13196.48,13527.88,12665.94,13109.77,17151.475
159,2020-11-07,2020-11-07,13121.23,13278.28,11505.0,12402.78,15224.81
160,2020-11-08,2020-11-08,12390.01,13199.16,12295.54,12994.8,7776.127
161,2020-11-09,2020-11-09,12994.9,13360.26,12555.7,12970.99,14557.199
162,2020-11-10,2020-11-10,12952.3,13114.02,12762.71,12957.33,8606.874
163,2020-11-11,2020-11-11,12968.3,13594.0,12778.8,13317.11,14481.413
164,2020-11-12,2020-11-12,13321.82,13891.9,13124.4,13821.85,15146.292
165,2020-11-13,2020-11-13,13813.65,13990.0,13512.46,13814.14,10089.466
166,2020-11-14,2020-11-14,13846.5,13846.5,13295.01,13602.6,7038.339
167,2020-11-15,2020-11-15,13600.21,13700.0,13337.97,13491.33,4392.399
168,2020-11-16,2020-11-16,13488.75,14281.0,13418.08,14102.59,12292.057
169,2020-11-17,2020-11-17,14102.59,15099.0,13960.7,14928.25,17418.756
170,2020-11-18,2020-11-18,14886.49,15569.46,14500.0,15000.8,24382.048
171,2020-11-19,2020-11-19,15012.96,15387.0,14672.79,15030.0,13052.289
172,2020-11-20,2020-11-20,15028.6,15898.18,14940.57,15768.45,14162.317
173,2020-11-21,2020-11-21,15724.2,16009.21,15501.0,15752.56,8244.082
174,2020-11-22,2020-11-22,15730.5,15950.0,13101.01,15530.0,15803.929
175,2020-11-23,2020-11-23,15515.17,15848.57,15129.7,15562.98,10709.814
176,2020-11-24,2020-11-24,15515.04,16455.45,15244.11,16112.47,20779.138
177,2020-11-25,2020-11-25,16112.47,16415.0,15511.0,15718.8,13270.517
178,2020-11-26,2020-11-26,15717.96,15922.55,11400.0,14405.08,43072.355
179,2020-11-27,2020-11-27,14406.34,14714.89,13767.2,14341.7,13598.237
180,2020-11-28,2020-11-28,14341.7,15027.1,14110.51,14897.09,8937.843
181,2020-11-29,2020-11-29,14894.39,15385.78,14653.13,15251.87,7879.496
182,2020-11-30,2020-11-30,15199.9,16569.0,15199.9,16449.17,22908.075
183,2020-12-01,2020-12-01,16413.68,16685.98,15115.08,15622.06,22431.093
184,2020-12-02,2020-12-02,15560.37,16098.84,15199.0,15875.87,11299.779
185,2020-12-03,2020-12-03,15865.6,16157.8,15585.75,16039.51,9706.38
186,2020-12-04,2020-12-04,16039.51,16108.69,15320.0,15442.53,11663.258
187,2020-12-05,2020-12-05,15401.9,15949.5,15146.7,15861.21,4626.334
188,2020-12-06,2020-12-06,15829.99,16032.74,15568.9,15987.51,11459.065
189,2020-12-07,2020-12-07,15972.88,16030.0,15612.48,15865.74,6564.84
190,2020-12-08,2020-12-08,15837.0,15973.57,15001.0,15184.12,10727.481
191,2020-12-09,2020-12-09,15125.01,15479.97,14531.72,15364.83,14772.567
192,2020-12-10,2020-12-10,15404.79,15412.97,14706.25,15021.96,8926.401
193,2020-12-11,2020-12-11,15041.3,15112.36,14500.0,14900.2,11050.161
194,2020-12-12,2020-12-12,14900.1,15671.03,14874.53,15577.25,6447.917
195,2020-12-13,2020-12-13,15547.55,16039.0,15465.2,15810.14,7585.874
196,2020-12-14,2020-12-14,15784.5,15950.0,15660.0,15860.02,6347.313
197,2020-12-15,2020-12-15,15855.5,16125.97,15670.5,15977.45,9259.352
198,2020-12-16,2020-12-16,15989.2,17683.21,15869.69,17540.51,21472.965
199,2020-12-17,2020-12-17,17490.1,19500.0,17380.34,18577.26,34453.286
200,2020-12-18,2020-12-18,18579.8,19028.48,18244.28,18852.5,8925.355
201,2020-12-19,2020-12-19,18852.5,19750.0,18575.31,19395.84,11949.819
202,2020-12-20,2020-12-20,19361.1,19803.54,18756.01,19260.07,10585.313
203,2020-12-21,2020-12-21,19156.0,19786.11,18052.66,18618.47,19811.034
204,2020-12-22,2020-12-22,18590.2,19583.61,18307.0,19550.8,12816.954
205,2020-12-23,2020-12-23,19508.5,19826.62,18527.13,19114.72,16693.996
206,2020-12-24,2020-12-24,19090.1,19710.0,18610.0,19530.07,10780.188
207,2020-12-25,2020-12-25,19473.0,20325.44,19225.72,20226.87,13123.969
208,2020-12-26,2020-12-26,20243.6,22000.0,20059.0,21675.59,17522.537
209,2020-12-27,2020-12-27,21680.4,23260.0,20746.0,21406.39,28235.58
210,2020-12-28,2020-12-28,21374.31,22500.0,21160.5,22127.92,13324.649
211,2020-12-29,2020-12-29,22121.3,22359.39,20846.6,22345.0,14131.153
212,2020-12-30,2020-12-30,22334.54,23585.99,22304.12,23456.85,18393.685
213,2020-12-31,2020-12-31,23495.97,23984.74,22750.0,23647.3,15590.728
214,2021-01-01,2021-01-01,23706.73,24250.0,23458.9,24076.03,9233.561
215,2021-01-02,2021-01-02,24079.23,27016.93,21888.8,25980.18,32549.371
216,2021-01-03,2021-01-03,25925.7,28274.65,24500.0,25644.41,27849.087
217,2021-01-04,2021-01-04,26500.7,27424.08,22055.0,26048.4,32477.488
218,2021-01-05,2021-01-05,26140.58,28028.0,24390.0,27655.03,26170.499
219,2021-01-06,2021-01-06,27675.67,29972.0,27053.86,29789.0,26745.783
220,2021-01-07,2021-01-07,29812.32,33058.39,28000.0,32120.19,35364.217
221,2021-01-08,2021-01-08,32148.23,34300.0,29750.0,33035.17,31859.493
222,2021-01-09,2021-01-09,33170.67,33798.0,31664.23,33230.81,9480.376
